,0
2998,1
2999,0
3000,1
3001,0
3002,1
3003,1
3004,3
3005,1
3006,3
3007,0
3008,5
3009,1
3010,2
3011,0
3012,0
3013,0
3014,1
3015,0
3016,1
3017,4
3018,3
3019,0
3020,0
3021,0
3022,1
3023,4
3024,3
3025,4
3026,4
3027,8
3028,7
3029,0
3030,6
3031,3
3032,0
3033,2
3034,1
3035,5
3036,1
3037,2
3038,1
3039,0
3040,4
3041,5
3042,1
3043,8
3044,1
3045,1
3046,2
3047,2
3048,5
3049,1
3050,2
3051,1
3052,0
3053,11
3054,1
3055,1
3056,0
3057,0
3058,1
3059,5
3060,2
3061,0
3062,9
3063,3
3064,3
3065,5
3066,1
3067,1
3068,3
3069,2
3070,1
3071,2
3072,2
3073,0
3074,2
3075,1
3076,1
3077,4
3078,6
3079,2
3080,2
3081,1
3082,1
3083,3
3084,9
3085,1
3086,2
3087,4
3088,8
3089,0
3090,2
3091,8
3092,3
3093,1
3094,1
3095,0
3096,2
3097,3
3098,1
3099,1
3100,0
3101,2
3102,2
3103,5
3104,5
3105,0
3106,0
3107,0
3108,1
3109,2
3110,0
3111,0
3112,0
3113,0
3114,0
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,0
3122,0
3123,0
3124,4
3125,5
3126,6
3127,2
3128,1
3129,7
3130,8
3131,0
3132,0
3133,5
3134,6
3135,7
3136,0
3137,1
3138,0
3139,0
3140,1
3141,0
3142,5
3143,3
3144,0
3145,1
3146,0
3147,0
3148,0
3149,2
3150,4
3151,0
3152,3
3153,8
3154,0
3155,1
3156,1
3157,0
3158,0
3159,3
3160,2
3161,0
3162,3
3163,2
3164,0
3165,1
3166,0
3167,1
3168,0
3169,0
3170,0
3171,3
3172,0
3173,1
3174,0
3175,0
3176,1
3177,2
3178,0
3179,1
3180,1
3181,1
3182,0
3183,0
3184,0
3185,0
3186,0
3187,1
3188,1
3189,0
3190,0
3191,1
3192,2
3193,0
3194,0
3195,1
3196,0
3197,2
3198,2
3199,0
3200,0
3201,1
3202,0
3203,1
3204,2
3205,2
3206,1
3207,0
3208,0
3209,0
3210,0
3211,1
3212,3
3213,1
3214,2
3215,1
3216,2
3217,0
3218,2
3219,0
3220,2
3221,2
3222,0
3223,0
3224,4
3225,0
3226,3
3227,0
3228,0
3229,9
3230,0
3231,0
3232,1
3233,1
3234,1
3235,1
3236,0
3237,14
3238,0
3239,0
3240,0
3241,0
3242,0
3243,1
3244,0
3245,5
3246,0
3247,1
3248,0
3249,1
3250,0
3251,0
3252,0
3253,11
3254,0
3255,0
3256,1
3257,0
3258,3
3259,0
3260,0
3261,8
3262,5
3263,1
3264,0
3265,0
3266,0
3267,3
3268,4
3269,8
3270,11
3271,1
3272,2
3273,0
3274,5
3275,0
3276,2
3277,1
3278,2
3279,0
3280,0
3281,1
3282,2
3283,0
3284,2
3285,3
3286,1
3287,5
3288,1
3289,0
3290,8
3291,1
3292,8
3293,2
3294,0
3295,9
3296,0
3297,7
3298,11
3299,0
3300,0
3301,1
3302,0
3303,0
3304,1
3305,0
3306,3
3307,6
3308,1
3309,0
3310,0
3311,1
3312,0
3313,0
3314,2
3315,3
3316,0
3317,1
3318,0
3319,2
3320,0
3321,3
3322,2
3323,0
3324,0
3325,1
3326,0
3327,0
3328,0
3329,5
3330,3
3331,4
3332,6
3333,0
3334,0
3335,2
3336,5
3337,2
3338,6
3339,0
3340,12
3341,3
3342,3
3343,1
3344,14
3345,0
3346,2
3347,5
3348,1
3349,3
3350,2
3351,1
3352,2
3353,13
3354,6
3355,4
3356,3
3357,16
3358,8
3359,3
3360,5
3361,5
3362,20
3363,3
3364,0
3365,5
3366,0
3367,2
3368,6
3369,8
3370,3
3371,8
3372,4
3373,5
3374,0
3375,12
3376,11
3377,4
3378,1
3379,5
3380,17
3381,8
3382,2
3383,5
3384,5
3385,5
3386,1
3387,2
3388,3
3389,7
3390,3
3391,0
3392,14
3393,1
3394,1
3395,11
3396,7
3397,2
3398,5
3399,0
3400,20
3401,1
3402,6
3403,2
3404,5
3405,13
3406,2
3407,0
3408,2
3409,2
3410,2
3411,0
3412,3
3413,0
3414,1
3415,11
3416,0
3417,13
3418,9
3419,1
3420,17
3421,0
3422,1
3423,1
3424,0
3425,1
3426,0
3427,3
3428,4
3429,7
3430,5
3431,1
3432,2
3433,3
3434,2
3435,8
3436,0
3437,14
3438,4
3439,0
3440,2
3441,4
3442,0
3443,0
3444,9
3445,0
3446,6
3447,7
3448,5
3449,0
3450,6
3451,2
3452,0
3453,0
3454,11
3455,5
3456,0
3457,2
3458,4
3459,0
3460,15
3461,1
3462,1
3463,1
3464,6
3465,0
3466,6
3467,1
3468,10
3469,5
3470,3
3471,4
3472,9
3473,7
3474,1
3475,5
3476,4
3477,2
3478,1
3479,11
3480,2
3481,1
3482,0
3483,1
3484,9
3485,11
3486,4
3487,7
3488,0
3489,0
3490,13
3491,3
3492,1
3493,6
3494,11
3495,0
3496,9
3497,1
3498,0
3499,3
3500,2
3501,14
3502,0
3503,4
3504,11
3505,1
3506,5
3507,7
3508,0
3509,0
3510,0
3511,2
3512,4
3513,11
3514,14
3515,2
3516,3
3517,2
3518,0
3519,5
3520,1
3521,0
3522,0
3523,0
3524,1
3525,0
3526,13
3527,10
3528,7
3529,3
3530,10
3531,7
3532,2
3533,0
3534,3
3535,3
3536,1
3537,0
3538,0
3539,2
3540,3
3541,0
3542,9
3543,6
3544,0
3545,0
3546,11
3547,0
3548,12
3549,15
3550,7
3551,0
3552,19
3553,3
3554,2
3555,31
3556,16
3557,5
3558,0
3559,0
3560,0
3561,7
3562,6
3563,1
3564,17
3565,10
3566,5
3567,4
3568,2
3569,13
3570,4
3571,9
3572,5
3573,7
3574,12
3575,3
3576,0
3577,0
3578,1
3579,1
3580,20
3581,0
3582,2
3583,0
3584,4
3585,7
3586,4
3587,5
3588,4
3589,4
3590,6
3591,7
3592,3
3593,24
3594,18
3595,2
3596,0
3597,0
3598,4
3599,8
3600,0
3601,1
3602,2
3603,1
3604,0
3605,1
3606,2
3607,0
3608,6
3609,7
3610,1
3611,5
3612,3
3613,2
3614,2
3615,4
3616,15
3617,0
3618,4
3619,0
3620,21
3621,17
3622,6
3623,3
3624,12
3625,2
3626,18
3627,3
3628,5
3629,4
3630,7
3631,4
3632,2
3633,3
3634,15
3635,24
3636,4
3637,7
3638,9
3639,17
3640,1
3641,1
3642,0
3643,5
3644,11
3645,18
3646,3
3647,5
3648,2
3649,5
3650,1
3651,0
3652,0
3653,6
3654,7
3655,5
3656,11
3657,16
3658,0
3659,6
3660,2
3661,7
3662,25
3663,0
3664,1
3665,3
3666,11
3667,8
3668,3
3669,3
3670,0
3671,2
3672,14
3673,3
3674,2
3675,4
3676,12
3677,0
3678,1
3679,2
3680,24
3681,5
3682,20
3683,5
3684,0
3685,2
3686,11
3687,7
3688,1
3689,5
3690,4
3691,8
3692,11
3693,11
3694,1
3695,8
3696,28
3697,0
3698,6
3699,0
3700,5
3701,10
3702,2
3703,5
3704,11
3705,10
3706,6
3707,1
3708,10
3709,1
3710,5
3711,1
3712,2
3713,3
3714,1
3715,4
3716,0
3717,5
3718,3
3719,0
3720,5
3721,0
3722,2
3723,1
3724,11
3725,1
3726,0
3727,2
3728,7
3729,14
3730,18
3731,7
3732,2
3733,0
3734,15
3735,13
3736,33
